"","Subject","Event","TrialN","mean_pupil","time"
"907","Subject_3","Square",5,-0.0120632538370677,1300
"908","Subject_3","Square",5,-0.00370707600298603,1350
"909","Subject_3","Square",5,0.00194232847704212,1400
"910","Subject_3","Square",5,-0.051871084296081,1450
"911","Subject_3","Square",5,-0.0645841197685613,1500
"912","Subject_3","Square",5,-0.0877138547744729,1550
"913","Subject_3","Square",5,-0.0891521651192559,1600
"914","Subject_3","Square",5,-0.0929570170137688,1650
"915","Subject_3","Square",5,-0.102461412726661,1700
"916","Subject_3","Square",5,-0.0982384168190915,1750
"917","Subject_3","Square",5,-0.0739757163762098,1800
"918","Subject_3","Square",5,-0.0597898630789575,1850
"919","Subject_3","Square",5,-0.0375989833620349,1900
"920","Subject_3","Square",5,0.0158044947106761,1950
"921","Subject_3","Square",7,0.0538026195449048,0
"922","Subject_3","Square",7,0.108350800015465,50
"923","Subject_3","Square",7,0.176385581781595,100
"924","Subject_3","Square",7,0.2348703387902,150
"925","Subject_3","Square",7,0.257586852004925,200
"926","Subject_3","Square",7,0.311016267403966,250
"927","Subject_3","Square",7,0.316851226773655,300
"928","Subject_3","Square",7,0.33635630025005,350
"929","Subject_3","Square",7,0.331265571956119,400
"930","Subject_3","Square",7,0.279296484650474,450
"931","Subject_3","Square",7,0.265583051879025,500
"932","Subject_3","Square",7,0.229356973202326,550
"933","Subject_3","Square",7,0.182335405448335,600
"934","Subject_3","Square",7,0.11399544563609,650
"935","Subject_3","Square",7,0.0534461297630098,700
"936","Subject_3","Square",7,-0.0144381948729251,750
"937","Subject_3","Square",7,-0.0658955584698853,800
"938","Subject_3","Square",7,-0.142372677370275,850
"939","Subject_3","Square",7,-0.19315490955083,900
"940","Subject_3","Square",7,-0.222269957936065,950
"941","Subject_3","Square",7,-0.262752401425601,1000
"942","Subject_3","Square",7,-0.28912481100734,1050
"943","Subject_3","Square",7,-0.315846710170234,1100
"944","Subject_3","Square",7,-0.336665091791911,1150
"945","Subject_3","Square",7,-0.357483473413587,1200
"946","Subject_3","Square",7,-0.378301855035263,1250
"947","Subject_3","Square",7,-0.39912023665694,1300
"948","Subject_3","Square",7,-0.419938618278616,1350
"949","Subject_3","Square",7,-0.440756999900292,1400
"950","Subject_3","Square",7,-0.461575381521969,1450
"951","Subject_3","Square",7,-0.482393763143645,1500
"952","Subject_3","Square",7,-0.496040356988586,1550
"953","Subject_3","Square",7,-0.503500741736315,1600
"954","Subject_3","Square",7,-0.532680824757151,1650
"955","Subject_3","Square",7,-0.555620107625171,1700
"956","Subject_3","Square",7,-0.563071637889185,1750
"957","Subject_3","Square",7,-0.618212390244031,1800
"958","Subject_3","Square",7,-0.654765235617456,1850
"959","Subject_3","Square",7,-0.68517095324731,1900
"960","Subject_3","Square",7,-0.731479792077306,1950
"961","Subject_3","Circle",9,0.030931187812937,0
"962","Subject_3","Circle",9,0.0896011007577879,50
"963","Subject_3","Circle",9,0.137253810605278,100
"964","Subject_3","Circle",9,0.152937563118578,150
"965","Subject_3","Circle",9,0.18461119080243,200
"966","Subject_3","Circle",9,0.199316475627831,250
"967","Subject_3","Circle",9,0.211420021643529,300
"968","Subject_3","Circle",9,0.224388106660349,350
"969","Subject_3","Circle",9,0.237356191677169,400
"970","Subject_3","Circle",9,0.250324276693989,450
"971","Subject_3","Circle",9,0.26329236171081,500
"972","Subject_3","Circle",9,0.27626044672763,550
"973","Subject_3","Circle",9,0.297587812635137,600
"974","Subject_3","Circle",9,0.309999099330744,650
"975","Subject_3","Circle",9,0.308796802698387,700
"976","Subject_3","Circle",9,0.300506751486558,750
"977","Subject_3","Circle",9,0.282143216425104,800
"978","Subject_3","Circle",9,0.275122961405723,850
"979","Subject_3","Circle",9,0.250202103229307,900
"980","Subject_3","Circle",9,0.250225401861427,950
"981","Subject_3","Circle",9,0.202477514080843,1000
"982","Subject_3","Circle",9,0.192845672658611,1050
"983","Subject_3","Circle",9,0.160039907443431,1100
"984","Subject_3","Circle",9,0.150099752297647,1150
"985","Subject_3","Circle",9,0.120783143701082,1200
"986","Subject_3","Circle",9,0.101923533748465,1250
"987","Subject_3","Circle",9,0.085073310716719,1300
"988","Subject_3","Circle",9,0.082062707385496,1350
"989","Subject_3","Circle",9,0.0726729954206355,1400
"990","Subject_3","Circle",9,0.0631611636396476,1450
"991","Subject_3","Circle",9,0.043606092500831,1500
"992","Subject_3","Circle",9,0.0347046666355664,1550
"993","Subject_3","Circle",9,0.0210449443316318,1600
"994","Subject_3","Circle",9,-0.0102361940065729,1650
"995","Subject_3","Circle",9,-0.019511410415467,1700
"996","Subject_3","Circle",9,-0.021357498363932,1750
"997","Subject_3","Circle",9,-0.0274546844280281,1800
"998","Subject_3","Circle",9,-0.0175555401518355,1850
"999","Subject_3","Circle",9,-0.0175555401518355,1900
"1000","Subject_3","Circle",9,-0.0312260069739367,1950
"1001","Subject_3","Square",10,-0.0312593719318701,0
"1002","Subject_3","Square",10,-0.0864741368118502,50
"1003","Subject_3","Square",10,-0.12012615332644,100
"1004","Subject_3","Square",10,-0.12943860882135,150
"1005","Subject_3","Square",10,-0.134877487589105,200
"1006","Subject_3","Square",10,-0.15399527916899,250
"1007","Subject_3","Square",10,-0.161331935526185,300
"1008","Subject_3","Square",10,-0.13139934477131,350
"1009","Subject_3","Square",10,-0.130960724989345,400
"1010","Subject_3","Square",10,-0.10647017940539,450
"1011","Subject_3","Square",10,-0.0670792793906498,500
"1012","Subject_3","Square",10,-0.0464485392235701,550
"1013","Subject_3","Square",10,0.00652981577875966,600
"1014","Subject_3","Square",10,0.0418245108896897,650
"1015","Subject_3","Square",10,0.0990051010481996,700
"1016","Subject_3","Square",10,0.14938956882127,750
"1017","Subject_3","Square",10,0.18729714306793,800
"1018","Subject_3","Square",10,0.207226999539895,850
"1019","Subject_3","Square",10,0.263710957705094,900
"1020","Subject_3","Square",10,0.288352503832074,950
"1021","Subject_3","Square",10,0.328233128222434,1000
"1022","Subject_3","Square",10,0.338370312033925,1050
"1023","Subject_3","Square",10,0.340914698928095,1100
"1024","Subject_3","Square",10,0.357491175048629,1150
"1025","Subject_3","Square",10,0.372818629490355,1200
"1026","Subject_3","Square",10,0.36360738807633,1250
"1027","Subject_3","Square",10,0.342571706376985,1300
"1028","Subject_3","Square",10,0.33893724627567,1350
"1029","Subject_3","Square",10,0.35013207843803,1400
"1030","Subject_3","Square",10,0.354151548722307,1450
"1031","Subject_3","Square",10,0.366217864899165,1500
"1032","Subject_3","Square",10,0.380140537410923,1550
"1033","Subject_3","Square",10,0.394063209922682,1600
"1034","Subject_3","Square",10,0.407985882434441,1650
"1035","Subject_3","Square",10,0.421908554946199,1700
"1036","Subject_3","Square",10,0.435831227457958,1750
"1037","Subject_3","Square",10,0.449753899969717,1800
"1038","Subject_3","Square",10,0.463676572481476,1850
"1039","Subject_3","Square",10,0.470757035788084,1900
"1040","Subject_3","Square",10,0.473477438144575,1950
"1041","Subject_4","Circle",1,0.00236156495200657,0
"1042","Subject_4","Circle",1,0.0185938971029174,50
"1043","Subject_4","Circle",1,0.0475805182122722,100
"1044","Subject_4","Circle",1,0.0566718736664269,150
"1045","Subject_4","Circle",1,0.109243480106562,200
"1046","Subject_4","Circle",1,0.109243480106562,250
"1047","Subject_4","Circle",1,0.131734182512807,300
"1048","Subject_4","Circle",1,0.129684816708682,350
"1049","Subject_4","Circle",1,0.143907417051407,400
"1050","Subject_4","Circle",1,0.155727802576857,450
"1051","Subject_4","Circle",1,0.181981275724728,500
"1052","Subject_4","Circle",1,0.195319029643817,550
"1053","Subject_4","Circle",1,0.201598458584092,600
"1054","Subject_4","Circle",1,0.214382675092497,650
"1055","Subject_4","Circle",1,0.245424045561117,700
"1056","Subject_4","Circle",1,0.286845713632813,750
"1057","Subject_4","Circle",1,0.296676570582552,800
"1058","Subject_4","Circle",1,0.330380663048698,850
"1059","Subject_4","Circle",1,0.334560077359128,900
"1060","Subject_4","Circle",1,0.337154577744922,950
"1061","Subject_4","Circle",1,0.348908122905948,1000
"1062","Subject_4","Circle",1,0.353327990166953,1050
"1063","Subject_4","Circle",1,0.354276110892418,1100
"1064","Subject_4","Circle",1,0.342047219261063,1150
"1065","Subject_4","Circle",1,0.346603498488703,1200
"1066","Subject_4","Circle",1,0.346629672158763,1250
"1067","Subject_4","Circle",1,0.320494590324038,1300
"1068","Subject_4","Circle",1,0.296143152073162,1350
"1069","Subject_4","Circle",1,0.283052726378033,1400
"1070","Subject_4","Circle",1,0.237197951409102,1450
"1071","Subject_4","Circle",1,0.185285520867557,1500
"1072","Subject_4","Circle",1,0.175425289118038,1550
"1073","Subject_4","Circle",1,0.123814268222187,1600
"1074","Subject_4","Circle",1,0.0557225748756469,1650
"1075","Subject_4","Circle",1,-0.00732309391292807,1700
"1076","Subject_4","Circle",1,-0.052911730649813,1750
"1077","Subject_4","Circle",1,-0.108905856078933,1800
"1078","Subject_4","Circle",1,-0.162093396826413,1850
"1079","Subject_4","Circle",1,-0.224379719157993,1900
"1080","Subject_4","Circle",1,-0.289165577470418,1950
"1081","Subject_4","Square",2,-0.00712334852797181,0
"1082","Subject_4","Square",2,-0.0206754604917512,50
"1083","Subject_4","Square",2,-0.0256261255395462,100
"1084","Subject_4","Square",2,-0.0280384933697917,150
"1085","Subject_4","Square",2,-0.0296066667139163,200
"1086","Subject_4","Square",2,-0.0222860200329613,250
"1087","Subject_4","Square",2,-0.0262198517997811,300
"1088","Subject_4","Square",2,-0.0551797447402365,350
"1089","Subject_4","Square",2,-0.0231927612587364,400
"1090","Subject_4","Square",2,-0.0428006426319918,450
"1091","Subject_4","Square",2,-0.0217066176740115,500
"1092","Subject_4","Square",2,-0.0203585827846311,550
"1093","Subject_4","Square",2,0.00297903295295354,600
"1094","Subject_4","Square",2,0.0515759654507688,650
"1095","Subject_4","Square",2,0.0994879735316285,700
"1096","Subject_4","Square",2,0.112939644374884,750
"1097","Subject_4","Square",2,0.148226614289793,800
"1098","Subject_4","Square",2,0.205630595375829,850
"1099","Subject_4","Square",2,0.215458793602148,900
"1100","Subject_4","Square",2,0.233293585612358,950
"1101","Subject_4","Square",2,0.261945313426739,1000
"1102","Subject_4","Square",2,0.300691666926123,1050
"1103","Subject_4","Square",2,0.302463299352679,1100
"1104","Subject_4","Square",2,0.311411044358039,1150
"1105","Subject_4","Square",2,0.303743235802228,1200
"1106","Subject_4","Square",2,0.303455038568544,1250
"1107","Subject_4","Square",2,0.281285704720553,1300
"1108","Subject_4","Square",2,0.247867393883476,1350
"1109","Subject_4","Square",2,0.216320153965614,1400
"1110","Subject_4","Square",2,0.184772914047752,1450
"1111","Subject_4","Square",2,0.15322567412989,1500
"1112","Subject_4","Square",2,0.121678434212027,1550
"1113","Subject_4","Square",2,0.0901311942941652,1600
"1114","Subject_4","Square",2,0.0585839543763029,1650
"1115","Subject_4","Square",2,0.0270367144584407,1700
"1116","Subject_4","Square",2,-0.00451052545942154,1750
"1117","Subject_4","Square",2,-0.0239425227682761,1800
"1118","Subject_4","Square",2,-0.0259947307126565,1850
"1119","Subject_4","Square",2,0.0104421872787084,1900
"1120","Subject_4","Square",2,0.0211980629045336,1950
"1121","Subject_4","Circle",3,0.0313463881926035,0
"1122","Subject_4","Circle",3,0.0715923181126352,50
"1123","Subject_4","Circle",3,0.103405792546837,100
"1124","Subject_4","Circle",3,0.135219266981038,150
"1125","Subject_4","Circle",3,0.167032741415239,200
"1126","Subject_4","Circle",3,0.19884621584944,250
"1127","Subject_4","Circle",3,0.230659690283642,300
"1128","Subject_4","Circle",3,0.258579468069303,350
"1129","Subject_4","Circle",3,0.270695298103648,400
"1130","Subject_4","Circle",3,0.327138871036464,450
"1131","Subject_4","Circle",3,0.333604937844894,500
"1132","Subject_4","Circle",3,0.375302662509484,550
"1133","Subject_4","Circle",3,0.382822207614084,600
"1134","Subject_4","Circle",3,0.376782753431018,650
"1135","Subject_4","Circle",3,0.345106415321994,700
"1136","Subject_4","Circle",3,0.325773622807149,750
"1137","Subject_4","Circle",3,0.307566764461229,800
"1138","Subject_4","Circle",3,0.290605195194998,850
"1139","Subject_4","Circle",3,0.244386923218839,900
"1140","Subject_4","Circle",3,0.225334743416944,950
"1141","Subject_4","Circle",3,0.173430195728649,1000
"1142","Subject_4","Circle",3,0.135789437317168,1050
"1143","Subject_4","Circle",3,0.0881585843765036,1100
"1144","Subject_4","Circle",3,0.0887064739179686,1150
"1145","Subject_4","Circle",3,0.0143319886232884,1200
"1146","Subject_4","Circle",3,4.47133613432626e-05,1250
"1147","Subject_4","Circle",3,-0.0114104269851865,1300
"1148","Subject_4","Circle",3,-0.0346728247118815,1350
"1149","Subject_4","Circle",3,-0.0363623335988565,1400
"1150","Subject_4","Circle",3,-0.0425903928430618,1450
"1151","Subject_4","Circle",3,-0.013513148904182,1500
"1152","Subject_4","Circle",3,0.000635153543288247,1550
"1153","Subject_4","Circle",3,0.0237549839263034,1600
"1154","Subject_4","Circle",3,0.0478391915539538,1650
"1155","Subject_4","Circle",3,0.0929340251393835,1700
"1156","Subject_4","Circle",3,0.158671797358783,1750
"1157","Subject_4","Circle",3,0.209023986005259,1800
"1158","Subject_4","Circle",3,0.237238370074894,1850
"1159","Subject_4","Circle",3,0.294517429203668,1900
"1160","Subject_4","Circle",3,0.320490539882464,1950
"1161","Subject_4","Circle",4,0.0283727128666817,0
"1162","Subject_4","Circle",4,0.0495786217261918,50
"1163","Subject_4","Circle",4,0.111250641534294,100
"1164","Subject_4","Circle",4,0.138895101603512,150
"1165","Subject_4","Circle",4,0.166539561672731,200
"1166","Subject_4","Circle",4,0.19418402174195,250
"1167","Subject_4","Circle",4,0.221828481811169,300
"1168","Subject_4","Circle",4,0.249472941880387,350
"1169","Subject_4","Circle",4,0.277117401949606,400
"1170","Subject_4","Circle",4,0.304761862018824,450
"1171","Subject_4","Circle",4,0.332041527767507,500
"1172","Subject_4","Circle",4,0.351356928605137,550
"1173","Subject_4","Circle",4,0.393866606898897,600
"1174","Subject_4","Circle",4,0.404660381381862,650
"1175","Subject_4","Circle",4,0.429474336788171,700
"1176","Subject_4","Circle",4,0.415047647539102,750
"1177","Subject_4","Circle",4,0.416769139734017,800
"1178","Subject_4","Circle",4,0.423019996989237,850
"1179","Subject_4","Circle",4,0.382979423988167,900
"1180","Subject_4","Circle",4,0.375770803671802,950
"1181","Subject_4","Circle",4,0.343520611257282,1000
"1182","Subject_4","Circle",4,0.303076256236307,1050
"1183","Subject_4","Circle",4,0.259920712927511,1100
"1184","Subject_4","Circle",4,0.233063087199606,1150
"1185","Subject_4","Circle",4,0.188174605021211,1200
"1186","Subject_4","Circle",4,0.134207792646152,1250
"1187","Subject_4","Circle",4,0.101641707571662,1300
"1188","Subject_4","Circle",4,0.0886647308394917,1350
"1189","Subject_4","Circle",4,0.0548647347162068,1400
"1190","Subject_4","Circle",4,0.0125798324082917,1450
"1191","Subject_4","Circle",4,-0.000204354259417894,1500
"1192","Subject_4","Circle",4,-0.0432488068269135,1550
"1193","Subject_4","Circle",4,-0.0584767805633581,1600
"1194","Subject_4","Circle",4,-0.0841662933366831,1650
"1195","Subject_4","Circle",4,-0.0941861881041932,1700
"1196","Subject_4","Circle",4,-0.104877315362683,1750
"1197","Subject_4","Circle",4,-0.121415421825858,1800
"1198","Subject_4","Circle",4,-0.134027331862353,1850
"1199","Subject_4","Circle",4,-0.139914024232428,1900
"1200","Subject_4","Circle",4,-0.373351442662718,1950
"1201","Subject_4","Square",5,-0.021223684574545,0
"1202","Subject_4","Square",5,-0.0291978274100786,50
"1203","Subject_4","Square",5,-0.030250903279688,100
"1204","Subject_4","Square",5,-0.0447408031225089,150
"1205","Subject_4","Square",5,-0.0354051777377546,200
"1206","Subject_4","Square",5,-0.0215047464898248,250
"1207","Subject_4","Square",5,0.0189816249755328,300
"1208","Subject_4","Square",5,0.0167990657012842,350
"1209","Subject_4","Square",5,0.0280534484197883,400
"1210","Subject_4","Square",5,0.0558875276646704,450
"1211","Subject_4","Square",5,0.092894212933659,500
"1212","Subject_4","Square",5,0.106798328321783,550
"1213","Subject_4","Square",5,0.149239363146075,600
"1214","Subject_4","Square",5,0.182378263668781,650
"1215","Subject_4","Square",5,0.241870649321082,700
"1216","Subject_4","Square",5,0.273440608146236,750
"1217","Subject_4","Square",5,0.305347502309566,800
"1218","Subject_4","Square",5,0.334413772917142,850
"1219","Subject_4","Square",5,0.358556219029264,900
"1220","Subject_4","Square",5,0.387401368141318,950
"1221","Subject_4","Square",5,0.396665225751879,1000
"1222","Subject_4","Square",5,0.419484832021981,1050
"1223","Subject_4","Square",5,0.421255810679672,1100
"1224","Subject_4","Square",5,0.387548788729222,1150
"1225","Subject_4","Square",5,0.371740074262681,1200
"1226","Subject_4","Square",5,0.337864257548665,1250
"1227","Subject_4","Square",5,0.303988440834649,1300
"1228","Subject_4","Square",5,0.270112624120633,1350
"1229","Subject_4","Square",5,0.236236807406616,1400
"1230","Subject_4","Square",5,0.2023609906926,1450
"1231","Subject_4","Square",5,0.168485173978584,1500
"1232","Subject_4","Square",5,0.134609357264567,1550
"1233","Subject_4","Square",5,0.0848504179050025,1600
"1234","Subject_4","Square",5,0.0624460644170819,1650
"1235","Subject_4","Square",5,0.0564611432947899,1700
"1236","Subject_4","Square",5,0.0250922699905383,1750
"1237","Subject_4","Square",5,0.0176818386896889,1800
"1238","Subject_4","Square",5,0.0177383300930813,1850
"1239","Subject_4","Square",5,0.0386384096847605,1900
"1240","Subject_4","Square",5,0.046387015048444,1950
"1241","Subject_4","Circle",6,0.02696494297229,0
"1242","Subject_4","Circle",6,0.0235353769635847,50
"1243","Subject_4","Circle",6,0.0275626750801141,100
"1244","Subject_4","Circle",6,0.048171311885449,150
"1245","Subject_4","Circle",6,0.0386353335447351,200
"1246","Subject_4","Circle",6,0.0187205018409351,250
"1247","Subject_4","Circle",6,0.0211539434275254,300
"1248","Subject_4","Circle",6,-0.0149980138307901,350
"1249","Subject_4","Circle",6,-0.0309746597816902,400
"1250","Subject_4","Circle",6,-0.0535142540910396,450
"1251","Subject_4","Circle",6,-0.0669187365896793,500
"1252","Subject_4","Circle",6,-0.0851285401006097,550
"1253","Subject_4","Circle",6,-0.0994272821011402,600
"1254","Subject_4","Circle",6,-0.121936381414685,650
"1255","Subject_4","Circle",6,-0.1232941344601,700
"1256","Subject_4","Circle",6,-0.15941018137158,750
"1257","Subject_4","Circle",6,-0.168808744302281,800
"1258","Subject_4","Circle",6,-0.2234055850889,850
"1259","Subject_4","Circle",6,-0.244166729231165,900
"1260","Subject_4","Circle",6,-0.26160936342887,950
"1261","Subject_4","Circle",6,-0.310983458281919,1000
"1262","Subject_4","Circle",6,-0.32986400915683,1050
"1263","Subject_4","Circle",6,-0.382970355074785,1100
"1264","Subject_4","Circle",6,-0.41707113507299,1150
"1265","Subject_4","Circle",6,-0.444835355887474,1200
"1266","Subject_4","Circle",6,-0.502124948790745,1250
"1267","Subject_4","Circle",6,-0.553908071672775,1300
"1268","Subject_4","Circle",6,-0.576667818238405,1350
"1269","Subject_4","Circle",6,-0.604939268375031,1400
"1270","Subject_4","Circle",6,-0.633210718511657,1450
"1271","Subject_4","Circle",6,-0.661482168648284,1500
"1272","Subject_4","Circle",6,-0.68975361878491,1550
"1273","Subject_4","Circle",6,-0.718025068921536,1600
"1274","Subject_4","Circle",6,-0.746296519058162,1650
"1275","Subject_4","Circle",6,-0.77512366312989,1700
"1276","Subject_4","Circle",6,-0.836351099991219,1750
"1277","Subject_4","Circle",6,-0.838919709825524,1800
"1278","Subject_4","Circle",6,-0.84215554313564,1850
"1279","Subject_4","Circle",6,-0.834543834339819,1900
"1280","Subject_4","Circle",6,-0.82951331516212,1950
"1281","Subject_4","Square",7,-0.0350699873466787,0
"1282","Subject_4","Square",7,-0.0572584402136886,50
"1283","Subject_4","Square",7,-0.0754580291958487,100
"1284","Subject_4","Square",7,-0.102427724267734,150
"1285","Subject_4","Square",7,-0.121317915124693,200
"1286","Subject_4","Square",7,-0.116828733036809,250
"1287","Subject_4","Square",7,-0.106687100700984,300
"1288","Subject_4","Square",7,-0.0963818462531334,350
"1289","Subject_4","Square",7,-0.0751165430126886,400
"1290","Subject_4","Square",7,-0.0179423450564382,450
"1291","Subject_4","Square",7,0.00762415128487159,500
"1292","Subject_4","Square",7,0.0553216864527721,550
"1293","Subject_4","Square",7,0.113032562457417,600
"1294","Subject_4","Square",7,0.160562857820078,650
"1295","Subject_4","Square",7,0.211488174280073,700
"1296","Subject_4","Square",7,0.262413490740067,750
"1297","Subject_4","Square",7,0.313338807200062,800
"1298","Subject_4","Square",7,0.364264123660056,850
"1299","Subject_4","Square",7,0.415189440120051,900
"1300","Subject_4","Square",7,0.466114756580045,950
"1301","Subject_4","Square",7,0.51704007304004,1000
"1302","Subject_4","Square",7,0.527161257902597,1050
"1303","Subject_4","Square",7,0.525232280853057,1100
"1304","Subject_4","Square",7,0.499805333002382,1150
"1305","Subject_4","Square",7,0.499418425038162,1200
"1306","Subject_4","Square",7,0.474930970505057,1250
"1307","Subject_4","Square",7,0.432437743271897,1300
"1308","Subject_4","Square",7,0.407226915446881,1350
"1309","Subject_4","Square",7,0.384328544054582,1400
"1310","Subject_4","Square",7,0.313298672347682,1450
"1311","Subject_4","Square",7,0.269290225315702,1500
"1312","Subject_4","Square",7,0.247004303397712,1550
"1313","Subject_4","Square",7,0.217567857583702,1600
"1314","Subject_4","Square",7,0.164473221043217,1650
"1315","Subject_4","Square",7,0.149175160459642,1700
"1316","Subject_4","Square",7,0.118953852060687,1750
"1317","Subject_4","Square",7,0.0788438644604468,1800
"1318","Subject_4","Square",7,0.0867943875961967,1850
"1319","Subject_4","Square",7,0.0584035318456371,1900
"1320","Subject_4","Square",7,0.0596515745379467,1950
"1321","Subject_4","Square",8,-0.00314732290794417,0
"1322","Subject_4","Square",8,-0.00629464581588834,50
"1323","Subject_4","Square",8,-0.00944196872383252,100
"1324","Subject_4","Square",8,-0.0125892916317767,150
"1325","Subject_4","Square",8,-0.0144776853765434,200
"1326","Subject_4","Square",8,-0.0399052441290033,250
"1327","Subject_4","Square",8,-0.0523211939334436,300
"1328","Subject_4","Square",8,-0.0708342273872091,350
"1329","Subject_4","Square",8,-0.088356350934399,400
"1330","Subject_4","Square",8,-0.126010907400829,450
"1331","Subject_4","Square",8,-0.164178495448988,500
"1332","Subject_4","Square",8,-0.202335521519803,550
"1333","Subject_4","Square",8,-0.236119115009888,600
"1334","Subject_4","Square",8,-0.260060607997644,650
"1335","Subject_4","Square",8,-0.306077810764308,700
"1336","Subject_4","Square",8,-0.385046943355183,750
"1337","Subject_4","Square",8,-0.446754720025993,800
"1338","Subject_4","Square",8,-0.469496904184763,850
"1339","Subject_4","Square",8,-0.560082704913308,900
"1340","Subject_4","Square",8,-0.637992840196583,950
"1341","Subject_4","Square",8,-0.677107394156283,1000
"1342","Subject_4","Square",8,-0.765822867837173,1050
"1343","Subject_4","Square",8,-0.800623484080742,1100
"1344","Subject_4","Square",8,-0.845168530506922,1150
"1345","Subject_4","Square",8,-0.842667036524642,1200
"1346","Subject_4","Square",8,-0.853708867432543,1250
"1347","Subject_4","Square",8,-0.858894044470863,1300
"1348","Subject_4","Square",8,-0.830623497221948,1350
"1349","Subject_4","Square",8,-0.811424832726718,1400
"1350","Subject_4","Square",8,-0.784401410411372,1450
"1351","Subject_4","Square",8,-0.734935098522713,1500
"1352","Subject_4","Square",8,-0.707382982566803,1550
"1353","Subject_4","Square",8,-0.669322525504118,1600
"1354","Subject_4","Square",8,-0.628287141498573,1650
"1355","Subject_4","Square",8,-0.633674284260658,1700
"1356","Subject_4","Square",8,-0.608696626663098,1750
"1357","Subject_4","Square",8,-0.624734959449423,1800
"1358","Subject_4","Square",8,-0.639597980117133,1850
"1359","Subject_4","Square",8,-0.658057460304608,1900
"1360","Subject_4","Square",8,-0.687041601795498,1950
"1361","Subject_4","Circle",9,-0.00524584988884991,0
"1362","Subject_4","Circle",9,-0.0222602945697798,50
"1363","Subject_4","Circle",9,-0.0192250203765796,100
"1364","Subject_4","Circle",9,-0.021030369283435,150
"1365","Subject_4","Circle",9,0.0130955699330895,200
"1366","Subject_4","Circle",9,0.0315672754834746,250
"1367","Subject_4","Circle",9,0.0631917063230749,300
"1368","Subject_4","Circle",9,0.11869120237864,350
"1369","Subject_4","Circle",9,0.1534829572385,400
"1370","Subject_4","Circle",9,0.181286993012586,450
"1371","Subject_4","Circle",9,0.25600645428751,500
"1372","Subject_4","Circle",9,0.30197058404644,550
"1373","Subject_4","Circle",9,0.350443786533835,600
"1374","Subject_4","Circle",9,0.36948933197835,650
"1375","Subject_4","Circle",9,0.40088522994627,700
"1376","Subject_4","Circle",9,0.440510073354835,750
"1377","Subject_4","Circle",9,0.48118375352342,800
"1378","Subject_4","Circle",9,0.538919235141261,850
"1379","Subject_4","Circle",9,0.547361153843195,900
"1380","Subject_4","Circle",9,0.579931061595615,950
"1381","Subject_4","Circle",9,0.614700279347435,1000
"1382","Subject_4","Circle",9,0.6594260716595,1050
"1383","Subject_4","Circle",9,0.684626291673545,1100
"1384","Subject_4","Circle",9,0.72530338996816,1150
"1385","Subject_4","Circle",9,0.752560591038305,1200
"1386","Subject_4","Circle",9,0.771986920347695,1250
"1387","Subject_4","Circle",9,0.801803925532144,1300
"1388","Subject_4","Circle",9,0.792242031661295,1350
"1389","Subject_4","Circle",9,0.80411147837195,1400
"1390","Subject_4","Circle",9,0.806897094971886,1450
"1391","Subject_4","Circle",9,0.781624372581023,1500
"1392","Subject_4","Circle",9,0.75635165019016,1550
"1393","Subject_4","Circle",9,0.731078927799298,1600
"1394","Subject_4","Circle",9,0.705806205408435,1650
"1395","Subject_4","Circle",9,0.680533483017571,1700
"1396","Subject_4","Circle",9,0.655260760626708,1750
"1397","Subject_4","Circle",9,0.629988038235845,1800
"1398","Subject_4","Circle",9,0.618993135338305,1850
"1399","Subject_4","Circle",9,0.60382758017253,1900
"1400","Subject_4","Circle",9,0.570929869053276,1950
"1401","Subject_4","Square",10,0.0168434114629714,0
"1402","Subject_4","Square",10,0.0123261745301617,50
"1403","Subject_4","Square",10,0.0481559546582968,100
"1404","Subject_4","Square",10,0.0642908313391164,150
"1405","Subject_4","Square",10,0.0783092012218916,200
"1406","Subject_4","Square",10,0.0918452110010217,250
"1407","Subject_4","Square",10,0.0900812211789317,300
"1408","Subject_4","Square",10,0.122339011231126,350
"1409","Subject_4","Square",10,0.121225273398021,400
"1410","Subject_4","Square",10,0.121225273398021,450
"1411","Subject_4","Square",10,0.140017927048862,500
"1412","Subject_4","Square",10,0.125949390463166,550
"1413","Subject_4","Square",10,0.129314923973157,600
"1414","Subject_4","Square",10,0.122891436235741,650
"1415","Subject_4","Square",10,0.108343881337001,700
"1416","Subject_4","Square",10,0.0980949580661665,750
"1417","Subject_4","Square",10,0.0911001694999465,800
"1418","Subject_4","Square",10,0.0602623815571812,850
"1419","Subject_4","Square",10,0.0618101323912668,900
"1420","Subject_4","Square",10,0.0442051586440817,950
"1421","Subject_4","Square",10,0.0341671940105766,1000
"1422","Subject_4","Square",10,-0.00478955527589875,1050
"1423","Subject_4","Square",10,-0.0374594052573478,1100
"1424","Subject_4","Square",10,-0.0827992346986886,1150
"1425","Subject_4","Square",10,-0.134646631518673,1200
"1426","Subject_4","Square",10,-0.167144240356274,1250
"1427","Subject_4","Square",10,-0.204001519042174,1300
"1428","Subject_4","Square",10,-0.238663098312903,1350
"1429","Subject_4","Square",10,-0.256609563059754,1400
"1430","Subject_4","Square",10,-0.284885655326513,1450
"1431","Subject_4","Square",10,-0.296890051061443,1500
"1432","Subject_4","Square",10,-0.298122385847038,1550
"1433","Subject_4","Square",10,-0.316571036034398,1600
"1434","Subject_4","Square",10,-0.308451189169303,1650
